work_id,title,rating,category,relationship,character,freeform
51185044,Blue Dandelion,Teen And Up Audiences,F/M,Andromeda Black Tonks/Ted Tonks,"Andromeda Black, Andromeda Black Tonks, Ted Tonks, Narcissa Black, Narcissa Malfoy, OC's but they're secondary characters","Young Love, Friends to Lovers, but it's forbidden friends to even more forbidden lovers, Oneshot, just two kids being friends and falling in love, Fluff, Sisterly Angst, reference to sexual content, but it's just teens being teens, Canon Compliant, May add tags, this is like 9k words of sweet stuff, Pining, Happy Ending, (with a twist), as happy as it can be"
51185041,It's Over,General Audiences,F/M,Arthur Weasley/Molly Weasley,,HP Halloween Fest 2023
51184483,Halloween Confessions,General Audiences,F/F,Millicent Bulstrode/Pansy Parkinson,,HP Halloween Fest 2023
51183307,Closure,General Audiences,F/M,Pansy Parkinson/Charlie Weasley,,"HP Halloween Fest 2023, Holiday: Samhain, Established Relationship"
51183010,Temptation,Explicit,F/M,Harry Potter/Severus Snape,"Harry Potter, Severus Snape","Mildly Dubious Consent, Don't Like Don't Read, Vaginal Sex, Cowgirl Position, Porn With Plot, Female Harry Potter, Cheating, Breeding Kink, Impregnation, Blow Jobs, Getting Together, Pregnancy, One-shot"
51182563,"Alcohol, Games and Revenge",General Audiences,F/F,Minerva McGonagall/Poppy Pomfrey,,"HP Halloween Fest 2023, Fluff and Humor"
51182281,Comfort,General Audiences,Gen,Draco Malfoy & Lucius Malfoy & Narcissa Black Malfoy,"Draco Malfoy, Narcissa Black Malfoy, Bellatrix Black Lestrange, Lucius Malfoy, Tom Riddle | Voldemort","Chapter Coda, Malfoy Manor (Harry Potter), Torture"
51181129,The Decision,General Audiences,,,Nymphadora Tonks,Tearjerker
51181021,The Spell of Resolution,Teen And Up Audiences,Gen,"Hermione Granger & Harry Potter & Ron Weasley, Harry Potter & Severus Snape, Harry Potter & Horace Slughorn, Albus Dumbledore & Harry Potter, Dudley Dursley & Petunia Evans Dursley & Vernon Dursley & Harry Potter, Petunia Evans Dursley & Lily Evans Potter & Severus Snape","Harry Potter, Horace Slughorn, Severus Snape","Not Canon Compliant - Harry Potter and the Half-Blood Prince, Alternate Universe - Canon Divergence, Hogwarts, Horcruxes, Memories, Original Spells and Potions (Harry Potter), Conflict Resolution, Sort Of"
51180877,Back pain and best friends,Teen And Up Audiences,M/M,"Sirius Black/Remus Lupin, Remus Lupin & Everyone","Remus Lupin, Sirius Black, James Potter, Marlene McKinnon, Mary Macdonald (Harry Potter), Dorcas Meadowes, others mentioned - Character","Flufftober 2023, Cuddling & Snuggling, Forehead Kisses, Back Pain, bc i have it, and i need to feel better somehow, Friendship, Fluff"
51180079,Puff Puff Pass,Explicit,M/M,"Barty Crouch Jr./Evan Rosier, Rosekiller - Relationship","Barty Crouch Jr., Evan Rosier, Sirius Black, Remus Lupin, Regulus Black, James Potter","Explicit Sexual Content, Explicit Language, One Shot, Porn with semi-plot, Smut, Fluff and Smut, Shameless Smut, Christmas Smut, Rough Oral Sex, Praise Kink, Spit Kink, Dom Evan Rosier, Sub Barty Crouch Jr., Marauders Era (Harry Potter), Friends to Lovers, Ravenclaw Barty Crouch Jr., Anal Sex, Gay Sex, Rough Sex, Marijuana, High Sex, Canon Compliant, Hair-pulling, Slut Shaming, Multiple Orgasms, Teasing, Nicknames, Blow Jobs, Smoking, This is just filthy smut!, Aftercare, Mention of Jegulus, mention of wolfstar"
51179593,Meet the Potters,Not Rated,M/M,"Regulus Black/James Potter, Euphemia Potter/Fleamont Potter",,"Meeting the Parents, Short & Sweet, Regulus Black/James Potter in Love, Fluff, Regulus Black & Sirius Black Have a Good Relationship, Good Regulus Black, Good James Potter, Good Parent Euphemia Potter, Good Parent Fleamont Potter, Happy, Family Fluff, Family Bonding, Idiots in Love, Love, Alternate Universe - No Voldemort"
51179248,forgiveness and fellatio,Explicit,F/M,"Hermione Granger/Ron Weasley, Harry Potter/Ron Weasley, hermione/harry implicit","Ron Weasley, Hermione Granger, Harry Potter","Genderbending, Female Ron Weasley, Male Hermione Granger, Horcrux Hunting, Tent Sex, Fireplaces, Emotional Hurt/Comfort, Blow Jobs, Dirty Talk, Mild Kink, Situational Humiliation, Begging, Ron Weasley Redemption"
51179158,"Happy birthday, Harry",General Audiences,Other,Hermione Granger & Harry Potter & Ron Weasley,"Harry Potter, Hermione Granger, Ron Weasley, Argus Filch","Birthday treat, surprise, midnight snak, Stealing away, Belated Happy Birthday"
51179038,The Embrace of Destiny,Teen And Up Audiences,F/M,"Luna Lovegood/Theodore Nott, Hermione Granger/Draco Malfoy","Luna Lovegood, Theodore Nott, Draco Malfoy","Implied Future Draco/Hermione If You Squint, Love Confessions, Soulmates, Rare Pairings, I Will Go Down With This Ship, Not Actually Unrequited Love, Mutual Pining, True Love, Falling In Love, Luna Lovegood Being Luna Lovegood"
51178129,Ask Him,General Audiences,M/M,"Draco Malfoy/Harry Potter, Draco Malfoy & Blaise Zabini","Draco Malfoy, Blaise Zabini, Harry Potter","Alternate Universe - Coffee Shops & Cafes, Short & Sweet, Gay Draco Malfoy, Awkward Crush, Shy Draco Malfoy, Good Friend Blaise Zabini, Draco Malfoy & Blaise Zabini Friendship, Blaise Zabini is a Little Shit, Meet-Cute, cute drarry, Helpful Blaise Zabini, no beta we die like dumbledore, Embarrassed Draco Malfoy"
51177478,Quaker Buttons,Mature,Other,,"Ron Weasley, Peter Pettigrew","Restraints, Implied/Referenced Torture, Imperio | Imperius Curse (Harry Potter)"
51176953,Everything Is Fine Until Its Not,Not Rated,,Hope Lupin & Remus Lupin,"Remus Lupin, Minerva McGonagall, Poppy Pomfrey, Hope Lupin, Lyall Lupin","Depressed Remus Lupin, Suicide Attempt, Suicidal Thoughts, Self-Hatred, Self-Harm, Post-Sirius Black's Prank on Severus Snape, My First AO3 Post"
51171676,Hagrid at Hogwarts,General Audiences,Gen,,"Rubeus Hagrid, Albus Dumbledore, Aragog (Harry Potter), Tom Riddle","Poetry, Prose Poem, Rubeus Hagrid's Hut, First Impressions, Originally Posted on FanFiction.Net"
51170926,[Owlbox] 12 days of Drarry mini-advent calendar,General Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy, Hedwig (Harry Potter)","Crafts, Fannish Knitting, trivia"
51169558,losing what never was,Teen And Up Audiences,Gen,"Lily Evans & Severus Snape, Eileen Prince Snape & Severus Snape","Severus Snape, Eileen Prince Snape, Tobias Snape, Lily Evans, Petunia Evans","Whumptober 2023, Time Travelling Severus Snape, Time Travel, POV Severus Snape, Young Severus Snape, Marauders Era (Harry Potter), Implied/Referenced Child Abuse, the opposite of developing friendships"
51169363,[Podfic] And Draco Makes Four By drarryruinedme7,Mature,M/M,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter, Narcissa Black Malfoy, Pansy Parkinson, Ron Weasley, Hermione Granger, Harry Potter's Twin Children","Halloween, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Podfic & Podficced Works, Podfic, Podfic Length: 1-1.5 Hours"
51169315,[Podfic] Spooked in Salem By xanthippe74,Teen And Up Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy","Halloween, Podfic, Podfic & Podficced Works, Podfic Length: 20-30 Minutes"
51169282,[Podfic] The Other Cottage By corvuscrowned,Teen And Up Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Darco Malfoy, Luna Lovegood, Pansy Parkinson, Neville Longbottom, Seamus Finnigan, Dean Thomas, Ginny Weasley, Hermione Granger, Ron Weasley","Halloween, Podfic, Podfic & Podficced Works, Podfic Length: 45-60 Minutes"
51167734,Demons of our Past,Not Rated,F/M,Harry Potter/Hermione Granger,"Harry Potter, Hermione Granger, Demons - Character","Nightmares, Comfort, Hermione is Harry's Angel"
51166654,You're Lucky I Love Your Feet,Mature,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Harry Potter Epilogue What Epilogue | EWE, Marriage Proposal, Romance, Falling In Love, Short & Sweet, POV Draco Malfoy, Love Confessions, Idiots in Love"
51165892,In Your Eyes,General Audiences,M/M,Draco Malfoy/Harry Potter,"Ron Weasley, Hermione Granger, Draco Malfoy","Hogwarts Eighth Year, shared common room, Merged Houses, Brief Hermione Appearance, Brief Ron Appearance, kind of rushed ending"
51163900,Where's My Wand?,Explicit,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin, James Potter, Peter Pettigrew","Top Remus Lupin/Bottom Sirius Black, Anal Sex, Anal Fingering, Rimming, Degradation Kink, Rough Sex, Remus is rough, Sirius loves it, The others are just mentioned at the start, Plot What Plot/Porn Without Plot, what else am I supposed to tag?, The use of derogatory terms?, But like Sirius likes it so, It's quite wholesome in the end, i mean that's about it, no beta we die like my sanity"
51163777,"Inktober Day 26, 27- Melt, Costume",Not Rated,,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy, Voldemort (Harry Potter)","Inktober, Inktober 2023, boshhptober2023 | basiatlu's A Very Harry Drawtober 2023, Fanart, Drarry"
51163690,Just a Part of Growing Up,Teen And Up Audiences,M/M,Regulus Black/Sirius Black,"Regulus Black, Sirius Black, James Potter, Remus Lupin, Peter Pettigrew","Gay Sirius Black, Implied/Referenced Incest, Implied/Referenced Sibling Incest, Fluff, Fluff and Humor, Fluff and Crack, Fellas is it incest to wanna fuck your brother?, Regulus Black is a universally attractive man, Gay panic but for your brother, Gay panic but maybe its actually incest panic, Peter is a late bloomer, Everyone grows up to want Reg eventually, Dead Dove: Do Not Eat but only cause its incesty its actually very fluffy, This is all dialogue, Could be a screenplay at this point, Blackcest (Harry Potter), Fellas is it gay to wanna fuck your brother?, famfic"
51163552,Heavenly Hallows,Explicit,F/M,Hermione Granger/Severus Snape,"Hermione Granger, Luna Lovegood, Severus Snape","Stressed Hermione Granger, Stress Relief, Massage, Happy Ending Massage, Happy ending massage for women, Read the T's and C's, Bodywork, Vaginal Fingering, vulva massage, Yoni massage, Inappropriate Use of Wands (Harry Potter), Njoy Pure Wand, Sex Toys, female pleasure, Squirting, Severus Snape knows how to use his hands, Smut, Gratuitous Smut, Shameless Smut"
51163216,The Rescue,Teen And Up Audiences,F/F,Hermione Granger/Bellatrix Black Lestrange,"Hermione Granger, Bellatrix Black Lestrange",Bellamione - Freeform
51162469,Midnight Visit to an Alabaster Tomb,Teen And Up Audiences,Gen,,"Minerva McGonagall, Albus Dumbledore","Angst, Angstober, Vignette, Character Study, Drama"
51162463,Definition Of Love,General Audiences,M/M,"Death & Harry Potter, Harry Potter/Tom Riddle | Voldemort","Severus Snape, Harry Potter, Death (Harry Potter), Tom Riddle | Voldemort [Mentioned]","Severus Snape is So Done, Master of Death Harry Potter, Death is Tired of Everybody (Harry Potter), Harry Potter is a Little Shit, Feral Harry Potter, Slightly insane Harry Potter, References to Harry Potter Killing Off Humanity More Than Once, Fun, Death is So Done (Harry Potter), Pre-Slash, Harry Potter is Obsessed with Tom Riddle, Harry Potter Loves Tom Riddle, Crack"
51162325,there's nowhere else i'd rather be (than here with you),General Audiences,F/M,Luna Lovegood/Theodore Nott,"Luna Lovegood, Theodore Nott","First Meetings, Meet-Cute, First Dates, Love at First Sight, Inspired by Music, Based on an Owl City Song"
51162301,The Season of Death,General Audiences,,"Sirius Black/Remus Lupin, James Potter/Lily Evans Potter","Remus Lupin, Sirius Black, James Potter, Lily Evans Potter, Mary Macdonald (Harry Potter), Peter Pettigrew","Post-Voldemort's Halloween 1981 Attack on the Potter Family (Harry Potter), Angst, Remus Lupin Needs a Hug, POV Remus Lupin, Remus Lupin & Lily Evans Potter Friendship, Marauders Era (Harry Potter), Post-Marauders Era (Harry Potter), Loss of Trust, Hatred, Self-Hatred, Obliviate | Memory Charm (Harry Potter), Hurt No Comfort"
51161737,Lips of an Angel,Mature,F/M,"Hermione Granger/Draco Malfoy, Hermione Granger/Ron Weasley, Astoria Greengrass/Draco Malfoy","Hermione Granger, Draco Malfoy, Astoria Greengrass","One Shot, Songfic, Cheating, Infidelity, Outdoor Sex, Post-War"
51161071,The New Romantics,Mature,"F/F, F/M, M/M, Other","Regulus Black/James Potter/Lily Evans Potter, Regulus Black/James Potter, James Potter/Lily Evans Potter, Regulus Black/Lily Evans Potter","James Potter, Regulus Black, Lily Evans Potter, Sirius Black, Remus Lupin, Mary Macdonald, Dorcas Meadowes, Marlene McKinnon","Fluff, Title from a Taylor Swift Song, because it's 1989 day, Polyamory, obviously, Oblivious Regulus Black, Muggle AU, more tags to be added when i can actually think of them, Sirius Black is a Little Shit, Jegulily"
51160528,Halloween in Azkaban,General Audiences,M/M,Gregory Goyle/Theodore Nott,,HP Halloween Fest 2023
51160279,Clever Ideas,General Audiences,Gen,,"Harry Potter, Ginny Weasley, Albus Severus Potter, Lily Luna Potter, James Sirius Potter","HP Halloween Fest 2023, Family Fluff, Halloween Costumes"
51160264,First Date,Teen And Up Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Narcissa Black Malfoy, Lucius Malfoy, Draco Malfoy, Petunia Evans Dursley, Vernon Dursley",
51160045,Creatures of the Night,General Audiences,M/M,Sirius Black/Severus Snape,,"HP Halloween Fest 2023, Vampires, Creature Fic"
51160009,Halloween Traditions,General Audiences,Gen,,"Severus Snape, Minerva McGonagall",HP Halloween Fest 2023
51159610,Possibilities,General Audiences,M/M,Sirius Black/Draco Malfoy,,"Challenge Response, Halloween Challenge, HP Halloween Fest 2023"
51158503,Midnight,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Teddy Lupin","Harry Potter Epilogue What Epilogue | EWE, Remus Lupin Lives, Nymphadora Tonks Lives, Remus Lupin & Nymphadora Tonks Live, Raising Teddy Lupin, Domestic Fluff"
51158194,Companions and Challenges,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Teddy Lupin","Raising Teddy Lupin, Harry Potter Epilogue What Epilogue | EWE, Remus Lupin Lives, Nymphadora Tonks Lives, Remus Lupin & Nymphadora Tonks Live, Cute Teddy Lupin"
51158032,Haunted,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Teddy Lupin","Harry Potter Epilogue What Epilogue | EWE, Remus Lupin Lives, Nymphadora Tonks Lives, Remus Lupin & Nymphadora Tonks Live, Domestic Fluff, Fluff and Crack, Professor Remus Lupin"
51158002,Red,Explicit,F/M,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger","Menstruation, Menstrual Sex, Vampire Draco Malfoy"
51157111,A Practical Lesson in Horcruxes,Mature,F/M,Tom Riddle/Ginny Weasley,"Ginny Weasley, Tom Riddle | Voldemort","Horcruxes, Horcurx making, Minor Character Death"
51156577,Not An Empire... But I'll Give You a Palace?,Teen And Up Audiences,M/M,Regulus Black/James Potter,"Regulus Black, James Potter, Sirius Black, Remus Lupin, Peter Pettigrew","Sirius Finds Out, wolfstar if you squint, lil short one, Getting Together, First Kiss, Underage Drinking, Underage Smoking, sirius black is a drama queen, Regulus Black & Sirius Black Have a Good Relationship, Parties, gryffindor parties, Secret Relationship, well for about six months and we dont see any of that but it still counts, Room of Requirement (Harry Potter), sirius is dramatic as usual, regulus has no time for his brothers bs, sirius black uses his wand to keep up his hair, Stargazing, (c'mon its jegulus ofc theres stargazing), Established Sirius Black/Remus Lupin, hogwarts has shippers, theres a whole marauders fandom at hogwarts"
51155401,Red,General Audiences,Gen,Petunia Evans Dursley & Harry Potter,"Petunia Evans Dursley, Harry Potter","Fluff and Humor, Good Petunia Evans Dursley, Magical Petunia Evans Dursley, Young Harry Potter, Laughter, Short & Sweet"
51154441,An Introductory Guide to Safeguarding One's Thoughts,General Audiences,,,,"Inspired by The Rigel Black Chronicles, Worldbuilding, Occlumency (Harry Potter)"
51154219,Through Darkness to Light,Teen And Up Audiences,,"Minerva McGonagall & Severus Snape, Harry Potter & Severus Snape, Angel oc & Demon oc","Severus Snape, Minerva McGonagall, Harry Potter, Tom Riddle | Voldemort, Hermione Granger, Ron Weasley, Original Angel Character(s), Original Demon Character(s)","Good Severus Snape, Is this a metaphor? Probably, Betrayal except they're trying, They're just trying, Trauma, Suicidal Thoughts, Battle of Hogwarts, Severus Snape Redemption, Religious Imagery & Symbolism, Religious Guilt, religious trauma, Manipulative Albus Dumbledore"
51153826,Diabetes Is Not The Same as a Sugar Rush,Not Rated,,,"Remus Lupin, Jake Byrne, Luke Kunin","Diabetes, Medical Inaccuracies, Racism, Sexism, Bullying, Kids can be little shits, Not all immigrants are Mexican"
51152356,Cozen,Explicit,M/M,Regulus Black/James Potter,"Regulus Black, James Potter, Pandora Lovegood, Barty Crouch Jr., Evan Rosier, Dorcas Meadowes","Getting Back Together, Excessive Drinking, Alternate Universe - Bar/Pub, Jegulus, Regulus Black-centric, Gay Regulus Black, Gay James Potter, Regulus Black is a Brat, petty regulus, Hate Sex, Love/Hate, Jealousy, Dirty Talk, Anal Sex, Anal Fingering, Blow Jobs, Teasing, Orgasm Delay/Denial, Multiple Orgasms, Shameless Smut, Porn With Plot, Porn, Smut"
51150925,Birds of a Feather,General Audiences,Gen,,"Luke Deveaux (lumosinlove), Logan Tremblay (lumosinlove)","Friendship, Fluff, Coming Out, Established O'Knutzy and St. Tweedle"
51150823,Love at First Fright,General Audiences,M/M,Finn O'Hara/Logan Tremblay (lumosinlove),"Finn O'Hara (lumosinlove), Logan Tremblay (lumosinlove), Percy Marshall, Will Morgan","Harvard-era FinnLo, Fluff and Humor"
51150337,Perfect,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Getting Together, Friends to Lovers, Angst, Hurt/Comfort, Asexual Character, Asexual Sirius Black, Asexual Remus Lupin, Aromantic Sirius Black, Alternate Universe - Everyone Lives/Nobody Dies, No War AU, Internalized Acephobia, Suicidal Thoughts, its brief!, but there, and then lovers to... something else?, lover in the 1900s sense"
51149950,"The Same Time, The Same Place",Teen And Up Audiences,F/M,Hermione Granger/Viktor Krum,,"Spooktober, Halloween, Halloween Challenge, Harry Potter Epilogue What Epilogue | EWE, Not Epilogue Compliant, Fluff, Weddings, Wedding Fluff, Post-Canon, Post-Canon Fix-It, Cats, specifically Crookshanks, because Hermione is a cat person, she would have Crookshanks at her wedding in ANY 'verse I will not take arguments, Halloween Wedding, because I'm a cliche at this point so why not, Viktor is eastern Orthodox, because why not, i wrote this for my gf, I am shameless"
51149323,Sunflower and Roses,General Audiences,F/F,"Cho Chang/Hermione Granger, Cho Chang & Hermione Granger","Hermione Granger, Cho Chang","Femslash, Lesbian Character, Crushes, Secret Crush, Unrequited Crush, Sexuality Crisis, One-Sided Attraction, Female Protagonist, POV Female Character, Fluff and Angst, Hurt No Comfort, I should've made this a happy ending, Female Character of Color, Women Representation, Women's Empowerment, Girl's girl, Heteronormativity"
51148303,Making the four,Explicit,F/M,Harry Potter/Ginny Weasley,"Harry Potter, Ginny Weasley","Smut, Dare, Multi - Freeform"
51147043,At the Library of Delphi,General Audiences,F/M,Luna Lovegood/Severus Snape,"Luna Lovegood, Severus Snape","library research, Unspeakables, Muggle Clothing"
51144994,Magical Mischief in the Shadows,General Audiences,"M/M, Multi","Lucius Malfoy/Severus Snape, Tom Riddle/Severus Snape, Lucius Malfoy/Harry Potter","Severus Snape, Harry Potter, Lucius Malfoy, Tom Riddle | Voldemort","Veela Mates, Care of Magical Creatures, Magic, Implied Mpreg"
51141934,Fall Photos,General Audiences,"F/F, Gen","Mary Macdonald & Marlene McKinnon & Lily Evans Potter, Mary Macdonald/Lily Evans Potter, Marlene McKinnon/Dorcas Meadowes","Lily Evans Potter, Marlene McKinnon, Mary Macdonald (Harry Potter)","Tumblr Prompt, Marauderstober, Photos, Picnics, Banter, POV Lily Evans Potter, Marlene McKinnon & Lily Evans Potter Friendship, Mary Macdonald & Lily Evans Potter Friendship, Mary Macdonald & Marlene McKinnon Friendship, Established Mary Macdonald/Lily Evans Potter"
51141895,"The Sweaters (or Jumpers, if you prefer)",General Audiences,F/M,,"Harry Potter, Ginny Weasley, Molly Weasley","Weasley Jumpers, Harry Potter and Ginny Weasley's Wedding"
51141664,I Didn't Know Child's Pose Was a Sex Position,Explicit,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","wolfstar, Hogwarts, Marauders Era (Harry Potter), Marauders, Trans Male Sirius Black, Trans Sirius Black, Trans Male Character, Established Sirius Black/Remus Lupin, Sirius Black Loves Remus Lupin, Remus Lupin Loves Sirius Black"
51141142,"Double, Double Slytherin Trouble",Mature,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy, Theodore Nott, Blaise Zabini","Halloween, Halloween Costumes, One Shot, Slytherin Dormitories, Snogging, Heavy Petting, Dry Humping, Head Girl Hermione Granger, Head Boy Draco Malfoy, Hogwarts Eighth Year, Harry Potter Epilogue What Epilogue | EWE, Art, Theo and Blaise are cheeky, Theo being Theo, Edging, Orgasm Delay, POV Draco Malfoy"
51140548,baby you're in the car,Explicit,F/F,Marlene McKinnon/Lily Evans Potter,"Marlene McKinnon, Lily Evans Potter","HP Kinktober 2023, Cunnilingus, Car Sex, cunnilingus in car, Smut, Costumes, Fluff, Established Relationship, Alternate Universe - Canon Divergence, Flash Fic"
51140116,Girl's Got a Type,Explicit,"F/M, M/M, Multi","Hermione Granger/Lucius Malfoy, Hermione Granger/Severus Snape, Hermione Granger/Lucius Malfoy/Severus Snape","Hermione Granger, Lucius Malfoy, Severus Snape","Mild slash, Creature Severus Snape, Creature Lucius Malfoy, Creature Fan Hermione Granger, Post-War, Pleasure Demon Pheromones, Hemipeen, Cunnilingus, Double Penetration"
51139882,The Death of Abel,Teen And Up Audiences,M/M,"Regulus Black/James Potter, Sirius Black/Remus Lupin","Regulus Black, Sirius Black, James Potter, Remus Lupin","Alternate Universe - Modern with Magic, Alternate Universe - No Voldemort, Jegulus, wolfstar, Established Relationship, Cane and Abel, french black brothers, French Sirius Black, French Regulus Black, the Louvre, Implied/Referenced Child Abuse, implied chronically ill remus lupin, The Death of Abel by Lionello Spada, the black brothers have a healthy relationship, sorta - Freeform, but it took them a while to get there"
51139507,Dead Wizards Society,Teen And Up Audiences,,Hermione Granger & Harry Potter & Ron Weasley,"Harry Potter, Ron Weasley, Hermione Granger, Albus Dumbledore, Severus Snape, Minerva McGonagall, Filius Flitwick, Othniel Bungus, Gilderoy Lockhart","Petrified Gilderoy Lockhart, Jealous Severus Snape, Hogwarts Second Year, Book 2: Harry Potter and the Chamber of Secrets, Original Character(s), Major Original Character(s), Slytherin House Bashing, Shamanism, Proud Texan, American Hogwarts Professor, Alternate Universe - Hogwarts, Professor Gets Fired, severus snape is a jerk, Severus Snape is a Stupid Mophead, Severus Snape Bashing, Snape Gets Beaten Up"
51139087,asking her out,General Audiences,F/F,Mary Macdonald/Dorcas Meadowes,"Dorcas Meadowes, Mary Macdonald (Harry Potter)","Asking out on a Date, Awkward Flirting, Bad Flirting, Deaf Mary Macdonald, Slytherin Dorcas Meadowes, Fluff, Pre-Relationship, Flash Fic"
51138754,Andromeda's Forever,Explicit,F/M,Andromeda Black Tonks/Ted Tonks,"Andromeda Black Tonks, Ted Tonks","Marriage Proposal, Sex, Explicit Sexual Content, Getting Back Together, POV Andromeda Black Tonks, Sexy Times, Canon Compliant, Pre-Canon, Porn With Plot, Porn with Feelings"
51138493,Unto The Breach We Dare Go,Teen And Up Audiences,Gen,Hermione Granger/Draco Malfoy/Theodore Nott,"Hermione Granger, Theodore Nott, Draco Malfoy","I DO NOT GIVE PERMISSION FOR MY WORKS TO BE TRANSLATED, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE BOUND FOR PROFIT, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE REPOSTED TO ANOTHER SITE, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE PRINTED OUT AND SOLD TO OTHERS IN ANY FORMAT, Undead Lucius Malfoy, Auror Hermione Granger, Auror Draco Malfoy, Exorcist Theodore Nott, Polyamorous Character"
51137806,Love Potion Number Nine,Teen And Up Audiences,F/F,Millicent Bulstrode/Hermione Granger,"Millicent Bulstrode, Ginny Weasley, Hermione Granger","wlw, love potion, Series of Events, Runes, Saturn - Freeform"
51137407,(In)gemino concubitus,Explicit,M/M,Harry Potter/Severus Snape,"Harry Potter, Severus Snape","Plot What Plot/Porn Without Plot, Meditation, Gemino Curse, Light Bondage, Blindfolds, Obscuro | Blindfolding Charm (Harry Potter), Rutting, Frottage, Masturbation, Orgasm Delay/Denial, Oral Sex, Anal Fingering, Prostate Massage, Gangbang, Anal Sex, Face-Fucking, Dom Severus Snape, Jealous Severus Snape, Shy Severus Snape, Sub Severus Snape, Bottom Severus Snape, Affectionate severus snape, Harry should be more careful about his pronunciation, Mutual Masturbation, Face-Sitting, Rimming, Cock Rings, Double Penetration in Two Holes, rimjob, Bukkake, Creampie, Anal creampie, Established Relationship, Come Marking, Come as Lube"
51136003,moonset horror,Teen And Up Audiences,"F/M, Gen",Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Original Female Character(s), OC daughter Hope Lupin","Harry Potter Next Generation, Remus Lupin & Nymphadora Tonks Live, Alternate Universe - Canon Divergence, Panic Attacks, POV Remus Lupin, Remus Lupin Needs a Hug"
51135775,Every Part of Him,Teen And Up Audiences,F/M,Arthur Weasley/Molly Weasley,Molly Weasley,"Knitting, Dark Magic, The Sacred Twenty-Eight (Harry Potter)"
51135769,In Black Ink,Explicit,Multi,"Hermione Granger/Lucius Malfoy/Narcissa Black Malfoy, Hermione Granger/Lucius Malfoy, Hermione Granger/Narcissa Black Malfoy, Lucius Malfoy/Narcissa Black Malfoy","Hermione Granger, Lucius Malfoy, Narcissa Black Malfoy","Threesome - F/F/M, Minister for Magic Hermione Granger, Occlumency (Harry Potter), Bisexual Hermione Granger, no plot all vibes, Secret Relationship, A surprising amount of introspection"
51134593,The Impalement,Explicit,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Dom/sub, Dom Remus Lupin, Sub Sirius Black, Top Remus Lupin, Bottom Sirius Black, Collars, Impaling, Anal Fingering, Bondage, Rope Bondage, straps, Chains, Suspension, large dildo, Orgasm Delay/Denial, Vibrators, Paddling, Zippers, Ice Play, Blindfolds, Fire play, Temperature Play, Marking, Crying, Wax Play, Blow Jobs, Face-Fucking, facials (not the spa kind), knife play (no actual cutting), Butt Plugs, Forced Orgasm, Flogging, Overstimulation, ruined orgasm, Aftercare, Explicit Sexual Content, Safe Sane and Consensual, Established Relationship"
51134503,Parts of the life and lies of Peter Pettigrew,General Audiences,,"Sirius Black/Remus Lupin, James Potter/Lily Evans Potter","Peter Pettigrew, James Potter, Sirius Black, Remus Lupin, Voldemort (Harry Potter), Harry Potter",peters betrayal
51134143,In the Waiting Room,General Audiences,F/F,Susan Bones/Daphne Greengrass,"Daphne Greengrass, Susan Bones","Therapy, Getting Together"
51133936,part of some eternal jest,Teen And Up Audiences,F/M,"Hermione Granger/Ron Weasley, Hermione Granger & Ron Weasley","Hermione Granger, Ron Weasley, Harry and Ginny in the background","Time Travel, Immortality, Alternate Universe - Fantasy, a different kind of fantasy than canon i mean, immortal x time traveler au, Alternate Universe - Time Travel, Alternate Universe - Gender Changes, Alternate Universe - Always a Different Sex, Female Ron Weasley, Male Hermione Granger, Female Harry Potter, Swearing, idk what else to tag this tbh, Ron's name is Rhiannon but she still goes by Ron, Humor, Banter"
